"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.408297788E0,-1.022390079E1,-3.472914934E0,4.438806176E-1,1.080677175E1
1.416415346E0,-1.004942322E1,-4.111839294E0,3.547188044E-1,1.086388305E1
1.424441353E0,-4.914734840E0,-6.760216713E0,-1.934493303E0,8.578893454E0
1.432467359E0,6.527452469E-1,-6.631202698E0,-4.201417923E0,7.877235438E0
1.440523882E0,2.980051994E0,-6.073861122E0,-5.038025856E0,8.435295095E0
1.502508943E0,2.601720810E0,3.440314770E0,7.813825607E-1,4.383523194E0
1.510534934E0,2.876639843E0,3.342583179E0,1.644875526E0,4.706754146E0
1.518591442E0,3.194608212E0,3.186798334E0,2.759337425E0,5.289153833E0
1.526617433E0,3.505515575E0,3.024530411E0,3.777224541E0,5.975269775E0
1.534643425E0,3.306804180E0,2.724229813E0,4.041624069E0,5.889915710E0
1.542669416E0,2.827900410E0,2.366225958E0,3.333302498E0,4.970608771E0
1.550725924E0,2.339462280E0,2.184734106E0,2.539353371E0,4.085885757E0
1.558751916E0,1.964012146E0,2.216814756E0,1.745635986E0,3.437856363E0
1.566777907E0,1.855595589E0,2.347625017E0,1.378397942E0,3.294625790E0
1.574803898E0,2.025502682E0,2.350126982E0,1.781032562E0,3.577406174E0
1.582829889E0,2.333997250E0,2.181208134E0,2.741843224E0,4.209859421E0
1.590886397E0,2.566256046E0,1.963546991E0,4.019796371E0,5.157513912E0
1.598912388E0,2.656465530E0,1.777239799E0,5.684492111E0,6.521414032E0
1.606938379E0,2.708842278E0,1.174161196E0,6.914572716E0,7.518496980E0
1.614964370E0,2.637311459E0,4.687798023E-1,7.639843941E0,8.095824953E0
1.623020879E0,2.550597429E0,2.597527206E-2,7.698206902E0,8.109784921E0
1.631046870E0,2.108817816E0,8.291722834E-2,7.064746857E0,7.373237823E0
1.639072861E0,1.829083323E0,3.475243449E-1,5.734494209E0,6.029157720E0
1.647098852E0,1.751800537E0,7.499131560E-1,4.058238983E0,4.483355720E0
1.655155361E0,1.713902473E0,1.098455906E0,2.420217514E0,3.162517965E0
1.663181352E0,1.762295961E0,1.352137089E0,9.243211746E-1,2.405895134E0
1.671207343E0,1.811116815E0,1.452716112E0,-1.803293228E-1,2.328743628E0
1.679233334E0,1.845395327E0,1.526150942E0,-1.116644859E0,2.642255921E0
1.687289843E0,1.826175570E0,1.629767299E0,-1.758098602E0,3.013630594E0
1.695315834E0,1.504065990E0,2.028711557E0,-1.918373108E0,3.171441386E0
1.703341825E0,1.549450397E0,1.434348583E0,-2.131886005E0,3.000515011E0
1.711367816E0,1.221744657E0,8.964360356E-1,-2.108818054E0,2.596800177E0
1.719393807E0,8.245631456E-1,5.387688875E-1,-1.985131264E0,2.216060114E0
1.727450315E0,3.188936710E-1,5.038719773E-1,-1.875199795E0,1.967728237E0
1.735476306E0,-1.063337326E-1,5.799512267E-1,-2.016463757E0,2.100898943E0
1.743502298E0,-3.103334904E-1,7.156738639E-1,-2.461943150E0,2.582568494E0
1.751528289E0,-4.403390884E-1,6.011986732E-1,-5.163537979E0,5.217035827E0
1.759584797E0,-1.455819607E-1,1.075365067E0,-4.576439857E0,4.703339867E0
1.767610788E0,6.459742785E-1,1.567128539E0,-2.687782764E0,3.177632895E0
1.775636779E0,1.576220751E0,1.688646078E0,-1.947778702E0,3.021562394E0
1.783662771E0,1.139821053E0,1.598048210E0,-2.041849136E0,2.832330844E0
1.791688762E0,3.110101223E-1,1.472919345E0,-3.178329945E0,3.516816732E0
1.799745270E0,-5.463671684E-2,1.446876645E0,-4.242804050E0,4.483059603E0
1.807771261E0,-1.478537321E-1,1.480855584E0,-5.099648476E0,5.312363745E0
1.815797253E0,-9.921693802E-2,1.493044615E0,-5.596170902E0,5.792767472E0
1.823823244E0,-3.057075739E-1,1.455088973E0,-5.873672009E0,6.058940824E0
1.831879752E0,-5.309308767E-1,1.566475034E0,-5.738425255E0,5.972039520E0
1.834515208E0,2.288773537E0,2.623361826E0,1.766719818E0,3.904076138E0
1.842541199E0,1.975326896E0,1.985566854E0,1.966297150E0,3.422092424E0
1.850567191E0,1.721416473E0,1.282370567E0,1.985593796E0,2.924095017E0
1.858623699E0,1.694848418E0,1.059001684E0,1.926192284E0,2.775646311E0
1.866649690E0,1.388686895E0,1.008954406E0,2.051139832E0,2.674624253E0
1.874675682E0,1.616959929E0,7.526729703E-1,2.658960342E0,3.201741107E0
1.882701673E0,2.129235744E0,7.496615648E-1,3.492115021E0,4.158185257E0
1.890758181E0,2.429157734E0,1.087883234E0,4.370715141E0,5.117367299E0
1.898784172E0,2.707993031E0,1.237683892E0,5.188396454E0,5.982018508E0
1.906810164E0,2.896583080E0,1.166010857E0,5.902455330E0,6.677481095E0
1.914836155E0,2.644367933E0,8.159342408E-1,6.187438011E0,6.778113277E0
1.922892662E0,2.362723351E0,4.252604246E-1,6.174280167E0,6.624578752E0
1.930918655E0,1.865325809E0,4.972076416E-2,6.130062103E0,6.407774490E0
1.938944646E0,1.458983421E0,-1.111611128E-1,5.883176804E0,6.062405358E0
1.946970637E0,1.133743286E0,-1.215619445E-1,5.047417641E0,5.174608776E0
1.954996628E0,1.178833008E0,8.880037069E-2,3.864346504E0,4.041126906E0
1.963053136E0,1.406460404E0,5.702911019E-1,2.701076508E0,3.098253881E0
1.971079127E0,1.687363029E0,9.854105115E-1,1.735624313E0,2.613545413E0
1.979105118E0,1.878167868E0,1.161111951E0,9.570999146E-1,2.406602532E0
1.987131109E0,1.910210252E0,1.217505932E0,6.206798553E-2,2.266070682E0
1.995187618E0,1.901311278E0,1.263567924E0,-6.809902191E-1,2.382296404E0
2.003213609E0,1.816273689E0,1.282398939E0,-1.238555908E0,2.545077188E0
2.011239600E0,1.700155616E0,1.301233292E0,-1.594126701E0,2.669265280E0
2.019265591E0,1.499560595E0,1.301892281E0,-1.872401714E0,2.729376058E0
2.027291582E0,1.237775564E0,1.238345861E0,-2.044788837E0,2.691978865E0
2.035348091E0,1.117794871E0,1.147211552E0,-2.422371864E0,2.904039457E0
2.043374082E0,1.023085713E0,1.219447851E0,-2.816869736E0,3.235508082E0
2.051400073E0,8.424977064E-1,1.338284492E0,-3.214828014E0,3.582726187E0
2.059456582E0,7.070794106E-1,1.443544030E0,-3.592899799E0,3.936077950E0
2.067482573E0,6.826472282E-1,1.544466496E0,-3.905248642E0,4.254685764E0
